Subject,Filename,Page,Rule ID,Type,Issue,Message,Suggestions,Context
Drama,gcse-drama---unit-3-interpreting-theatre.md,44,MORFOLOGIK_RULE_EN_GB,misspelling,non-descript,Possible spelling mistake found.,nondescript,...n:*  • Martin's costume looks basic and non-descript. He is recovering at home and since the...
Drama,gcse-drama---unit-3-interpreting-theatre.md,47,MORFOLOGIK_RULE_EN_GB,misspelling,Whitchurch,Possible spelling mistake found.,Whit church,...gstoke. The Welsh premier was staged by Whitchurch High School in March 2015.  #### **Give...
Drama,gcse-drama---unit-3-interpreting-theatre.md,51,MORFOLOGIK_RULE_EN_GB,misspelling,RAFI,Possible spelling mistake found.,"RAFT, RAVI, RAFF (+10 more)","...one line from the extract, which show's RAFI'S motivation. | 1 |  |  | 1 | |  |  | (..."
Drama,gcse-drama---unit-3-interpreting-theatre.md,51,MORFOLOGIK_RULE_EN_GB,misspelling,deafo,Possible spelling mistake found.,deaf,"...**""**You seen a boy around here?"" - ""Oi deafo I'm talking to you"".  Award one mark fo..."
Drama,gcse-drama---unit-3-interpreting-theatre.md,54,MORFOLOGIK_RULE_EN_GB,misspelling,UBSWORTH,Possible spelling mistake found.,"ELSWORTH, BOSWORTH, COSWORTH (+2 more)",...b) | (i) | Describe the character of MR UBSWORTH in the extract. | 4 |  |  | 4 |  |  # *...
Drama,gcse-drama---unit-3-interpreting-theatre.md,58,MORFOLOGIK_RULE_EN_GB,misspelling,Complicite,Possible spelling mistake found.,"Complicity, Complicate, Complicit",... production:**  Originally performed by Complicite in May 2013 at the Old Vic. The stage t...
Drama,gcse-drama---unit-3-interpreting-theatre.md,62,MORFOLOGIK_RULE_EN_GB,misspelling,Alaw,Possible spelling mistake found.,"Law, Alan, Laugh (+11 more)","...*   - **""**What's wrong with your arms, Alaw?"" - ""Right, come on, from the shuffle, ..."
Drama,gcse-drama---unit-3-interpreting-theatre.md,63,MORFOLOGIK_RULE_EN_GB,misspelling,choregraphed,Possible spelling mistake found.,"choreographed, chore graphed",...se could be moving her arms around in a choregraphed dance with her facial expression showin...
Drama,gcse-drama---unit-3-interpreting-theatre.md,63,MORFOLOGIK_RULE_EN_GB,misspelling,Gonc,Possible spelling mistake found.,"Gone, Gong, GNC",...l expression. - She could march over to Gonc with an annoyed facial expression.  {64...
Drama,gcse-drama---unit-3-interpreting-theatre.md,65,MORFOLOGIK_RULE_EN_GB,misspelling,MABLI,Possible spelling mistake found.,"MALI, MABLE",...| (b) | (i) | Describe the character of MABLI in the extract. | 4 |  |  | 4 |  |  # *...
Drama,gcse-drama---unit-3-interpreting-theatre.md,65,MORFOLOGIK_RULE_EN_GB,misspelling,Mabli,Possible spelling mistake found.,"Mali, Mable",...o 4 marks for a detailed description of Mabli's character. The description should dis...
Drama,gcse-drama---unit-3-interpreting-theatre.md,66,MORFOLOGIK_RULE_EN_GB,misspelling,Superdry,Possible spelling mistake found.,Super dry,...e would have a navy hoodie with a white Superdry logo on. The wristband would be rainbow...
Drama,gcse-drama---unit-3-interpreting-theatre.md,77,MORFOLOGIK_RULE_EN_GB,misspelling,puffa,Possible spelling mistake found.,"puffy, puff, puffs (+1 more)","...re school trousers, jumper, shirt, tie, puffa jacket, trainers. - The trousers would ..."
Drama,gcse-drama---unit-3-interpreting-theatre.md,80,MORFOLOGIK_RULE_EN_GB,misspelling,Headington,Possible spelling mistake found.,Heading ton,"...ctions in 2020/2021. First performed by Headington school, Oxford on a Proscenium Arch Sta..."
Drama,gcse-drama-unit-1-nea-assessment-handbook.md,5,MORFOLOGIK_RULE_EN_GB,misspelling,marksheets,Possible spelling mistake found.,mark sheets,... the mark band requirements.  Candidate marksheets must include a description of learner p...
Drama,wjec-gcse-drama-specification.md,2,MORFOLOGIK_RULE_EN_GB,misspelling,INTF,Possible spelling mistake found.,"INTO, ITF, IETF (+7 more)",...-------------------------|----| | 1   | INTF                          | RODUCTION   ...
Drama,wjec-gcse-drama-specification.md,2,MORFOLOGIK_RULE_EN_GB,misspelling,RODUCTION,Possible spelling mistake found.,"PRODUCTION, REDUCTION",...| 1   | INTF                          | RODUCTION                                        ...
Drama,wjec-gcse-drama-specification.md,2,MORFOLOGIK_RULE_EN_GB,misspelling,HNICAL,Possible spelling mistake found.,"ANIMAL, CONICAL, APICAL (+15 more)",...| 5   | TEC                           | HNICAL INFORMATION                            ...
English-Language-and-Literature,gcse-english-language-and-literature---unit-1-context-and-meaning.md,24,MORFOLOGIK_RULE_EN_GB,misspelling,wellselected,Possible spelling mistake found.,"well selected, wells elected",...out how meaning is created supported by wellselected examples and purposeful textual referen...
English-Language-and-Literature,gcse-english-language-and-literature---unit-1-context-and-meaning.md,25,MORFOLOGIK_RULE_EN_GB,misspelling,wouldbe,Possible spelling mistake found.,"would-be, would be","...cal masculine way, intending to woo his wouldbe lover, whereas Duffy's representation o..."
English-Language-and-Literature,gcse-english-language-and-literature---unit-2-belonging.md,5,MORFOLOGIK_RULE_EN_GB,misspelling,selfbelonging,Possible spelling mistake found.,self belonging,...crooge's character reflect the theme of selfbelonging in *A Christmas Carol*.  Or  #### **2. ...
English-Language-and-Literature,gcse-english-language-and-literature---unit-2-belonging.md,12,MORFOLOGIK_RULE_EN_GB,misspelling,coversheet,Possible spelling mistake found.,cover sheet,...warded should be completed on each unit coversheet.  The assessment of Task A (essay) must...
English-Language-and-Literature,gcse-english-language-and-literature---unit-3-influence-and-power.md,2,MORFOLOGIK_RULE_EN_GB,misspelling,ord,Possible spelling mistake found.,"ORD, or, old (+1375 more)",...ectives: Unit 315 | |                 | ord                                        ...
English-Language-and-Literature,gcse-english-language-and-literature---unit-3-influence-and-power.md,2,MORFOLOGIK_RULE_EN_GB,misspelling,sment,Possible spelling mistake found.,"sent, spent, scent (+2 more)",...                  | | Candidate Asses | sment Pack (3750U3)                          ...
English-Language-and-Literature,gcse-english-language-and-literature---unit-3-influence-and-power.md,2,MORFOLOGIK_RULE_EN_GB,misspelling,SIMPle,Possible spelling mistake found.,"Simple, Simply, Sample (+59 more)",...                                    | | SIMPle          | Not tot use with            ...
English-Language-and-Literature,gcse-english-language-and-literature---unit-3-influence-and-power.md,2,MORFOLOGIK_RULE_EN_GB,misspelling,imited,Possible spelling mistake found.,limited,...                  | |                 | imited 2025                                   ...
English-Language-and-Literature,gcse-english-language-and-literature---unit-3-influence-and-power.md,2,MORFOLOGIK_RULE_EN_GB,misspelling,IIIIIIleu,Possible spelling mistake found.,,...                  | | © WJEC CBAC L   | IIIIIIleu 2023.                                  ...
English-Language-and-Literature,gcse-english-language-and-literature---unit-4a-motivations.md,23,MORFOLOGIK_RULE_EN_GB,misspelling,liggins,Possible spelling mistake found.,"Higgins, Wiggins, lignins","...------------------------------------  | liggins describes Eliza as being ""as ugly as th..."
English-Language-and-Literature,gcse-english-language-and-literature---unit-4a-motivations.md,23,MORFOLOGIK_RULE_EN_GB,misspelling,Vhat,Possible spelling mistake found.,"That, What, Hat (+7 more)","...a as being ""as ugly as the very devil"". Vhat literary technique is used in this line..."
English-Language-and-Literature,gcse-english-language-and-literature---unit-4a-motivations.md,23,MORFOLOGIK_RULE_EN_GB,misspelling,creanis,Possible spelling mistake found.,"creates, cranes, creams (+14 more)",... impressions of Higgins does the writer creanis extract?                           | at...
English-Language-and-Literature,gcse-english-language-and-literature---unit-4b-motivations.md,28,MORFOLOGIK_RULE_EN_GB,misspelling,tabbycat,Possible spelling mistake found.,tabby cat,"...ere, her soft skin white, dotted like a tabbycat's coat, but with red. Pigeon looks at C..."
English-Language-and-Literature,gcse-english-language-and-literature---unit-4b-motivations.md,72,MORFOLOGIK_RULE_EN_GB,misspelling,petit,Possible spelling mistake found.,"Petit, petite, pewit (+96 more)",... self-absorption and wider links to the petit bourgeoisie - Benjamin's cynicism and l...
English-Language-and-Literature,gcse-english-language-and-literature---unit-4b-motivations.md,81,MORFOLOGIK_RULE_EN_GB,misspelling,aii,Possible spelling mistake found.,"AII, air, aid (+1840 more)",...|     | 1     | 1     |       | |     | aii                                        ...
English-Language-and-Literature,gcse-english-language-and-literature---unit-4b-motivations.md,81,MORFOLOGIK_RULE_EN_GB,misspelling,di,Possible spelling mistake found.,"DI, Di, I (+139 more)",...|     | 1     | 1     |       | |     | di                                        ...
English-Language-and-Literature,gcse-english-language-and-literature---unit-4b-motivations.md,81,MORFOLOGIK_RULE_EN_GB,misspelling,dii,Possible spelling mistake found.,"did, die, dig (+59 more)",...|     | 1     | 1     |       | |     | dii                                        ...
English-Language-and-Literature,gcse-english-language-and-literature---unit-4b-motivations.md,81,MORFOLOGIK_RULE_EN_GB,misspelling,bii,Possible spelling mistake found.,"BII, big, bit (+1594 more)",...|     | 1     | 1     |       | |     | bii                                        ...
English-Language-and-Literature,gcse-english-language-and-literature---unit-4b-motivations.md,81,MORFOLOGIK_RULE_EN_GB,misspelling,biii,Possible spelling mistake found.,"viii, xiii, BAII (+5 more)",...|     | 1     | 1     |       | |     | biii                                        ...
English-Language-and-Literature,gcse-english-language-and-literature---unit-4b-motivations.md,81,MORFOLOGIK_RULE_EN_GB,misspelling,ci,Possible spelling mistake found.,"CI, Ci, I (+157 more)",...|     | 1     | 1     |       | |     | ci                                        ...
English-Language-and-Literature,gcse-english-language-and-literature---unit-4b-motivations.md,82,MORFOLOGIK_RULE_EN_GB,misspelling,cii,Possible spelling mistake found.,"CII, CIA, CGI (+1571 more)",...-------------------------------  |    | cii             |                          ...
English-Language-and-Literature,gcse-english-language-and-literature---unit-4b-motivations.md,84,MORFOLOGIK_RULE_EN_GB,misspelling,ei,Possible spelling mistake found.,"EI, I, ex (+118 more)",...  |  |  |    | 2  | 2  |   | |        | ei                                        ...
English-Language-and-Literature,gcse-english-language-and-literature---unit-4b-motivations.md,84,MORFOLOGIK_RULE_EN_GB,misspelling,eii,Possible spelling mistake found.,"Wii, EDI, AII (+36 more)",...  |  |  |    | 1  | 1  |   | |        | eii                                        ...
English-Language-and-Literature,gcse-english-language-and-literature---unit-5-continuity-and-change.md,4,MORFOLOGIK_RULE_EN_GB,misspelling,twentyfirst,Possible spelling mistake found.,"twenty-first, twenty first",...es and similarities in contemporary and twentyfirst century attitudes.  #### **Sample Task*...
English-Language-and-Literature,gcse-english-language-and-literature---unit-6-connections.md,4,MORFOLOGIK_RULE_EN_GB,misspelling,BAME very,Possible spelling mistake found.,"BAM Every, GAME very, NAME very (+26 more)",...--|---------------|-----------------| | BAME very | 83% of ethnic minority Britons unders...
English-Language-and-Literature,gcse-english-language-and-literature---unit-6-connections.md,6,MORFOLOGIK_RULE_EN_GB,misspelling,bel,Possible spelling mistake found.,"Bel, be, del (+1820 more)",... sum cting one word to |  | is provided bel | low. Complete the para | ngraph [3] |...
English-Language-and-Literature,gcse-english-language-and-literature---unit-6-connections.md,6,MORFOLOGIK_RULE_EN_GB,misspelling,ngraph,Possible spelling mistake found.,"graph, n graph",...provided bel | low. Complete the para | ngraph [3] | |-----------|--------------------...
English-Language-and-Literature,gcse-english-language-and-literature---unit-6-connections.md,6,MORFOLOGIK_RULE_EN_GB,misspelling,Ahm,Possible spelling mistake found.,"AHM, Am, Arm (+1628 more)",...-------------------|------------| | Riz Ahm   | ned believes we                    ...
English-Language-and-Literature,gcse-english-language-and-literature---unit-6-connections.md,6,MORFOLOGIK_RULE_EN_GB,misspelling,ned,Possible spelling mistake found.,"Ned, NED, new (+1540 more)",...-----------|------------| | Riz Ahm   | ned believes we                      | need...
English-Language-and-Literature,gcse-english-language-and-literature---unit-6-connections.md,6,MORFOLOGIK_RULE_EN_GB,misspelling,represen,Possible spelling mistake found.,represent,"...           | t if people do n | ot feel represen | ted, they are at risk of |           ..."
English-Language-and-Literature,gcse-english-language-and-literature---unit-6-connections.md,6,MORFOLOGIK_RULE_EN_GB,misspelling,ted,Possible spelling mistake found.,"Ted, TED, led (+1612 more)","...| t if people do n | ot feel represen | ted, they are at risk of |            | | f..."
English-Language-and-Literature,gcse-english-language-and-literature---unit-6-connections.md,6,MORFOLOGIK_RULE_EN_GB,misspelling,th,Possible spelling mistake found.,"the, TH, Th (+97 more)",...                            | He thinks th     | at every human   | is            ...
English-Language-and-Literature,gcse-english-language-and-literature---unit-6-connections.md,22,MORFOLOGIK_RULE_EN_GB,misspelling,tv,Possible spelling mistake found.,"TV, to",...ee** yourself in a magazine a billboard tv film (2) it's a message that (.) that y...
English-Language-and-Literature,gcse-english-language-and-literature---unit-6-connections.md,22,MORFOLOGIK_RULE_EN_GB,misspelling,worldconquering,Possible spelling mistake found.,World conquering,...) grime (.) dubstep (.) these are (.) **worldconquering** musical genres that are only possible...
English-Language-and-Literature,gcse-english-language-and-literature---unit-6-connections.md,23,MORFOLOGIK_RULE_EN_GB,misspelling,turbinator,Possible spelling mistake found.,"terminator, turbinate, Turtonator (+2 more)",...nd my days were marked by taunts of 'Oi turbinator' and 'Is that your packed lunch on your...
English-Language-and-Literature,september-2025.md,0,MORFOLOGIK_RULE_EN_GB,misspelling,wellsupported,Possible spelling mistake found.,"well-supported, well supported",...rces into making you feel confident and wellsupported.  September 2024 was the final time cen...
English-Language-and-Literature,september-2025.md,2,MORFOLOGIK_RULE_EN_GB,misspelling,brandnew,Possible spelling mistake found.,"brand-new, brand new",...shop where we will introduce you to our brandnew Blended Learning+ platform. This brand-...
English-Language-and-Literature,september-2025.md,7,MORFOLOGIK_RULE_EN_GB,misspelling,Throughs,Possible spelling mistake found.,"Through, Troughs, Th roughs",...ish%20Literature/r/2686) and [Exam Walk Throughs](https://educationalresources.wjec.co.u...
English-Language-and-Literature,september-2025.md,8,MORFOLOGIK_RULE_EN_GB,misspelling,terature,Possible spelling mistake found.,"feature, literature, creature (+5 more)",...glish-literature-gcse/#tab_keydocuments)terature - [Entry Level](https://www.wjec.co.uk/...
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,6,MORFOLOGIK_RULE_EN_GB,misspelling,tard,Possible spelling mistake found.,"hard, card, yard (+29 more)",... TV documentary 'Rosie Jones: Am I a R\*tard?'. Rosie Jones is a well-known comedian...
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,14,MORFOLOGIK_RULE_EN_GB,misspelling,coalminers,Possible spelling mistake found.,coal miners,...48 (2) **or** a book about (.) the Igbo coalminers massacred in Nigeria by the British col...
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,14,MORFOLOGIK_RULE_EN_GB,misspelling,ts,Possible spelling mistake found.,"TS, to, is (+150 more)",...xpose** it (.) and **scrub** from it i**ts false glow** (1) when we **censor** the...
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,21,MORFOLOGIK_RULE_EN_GB,misspelling,fourlegged,Possible spelling mistake found.,"four-legged, four legged",...to celebrate the time we spend with our fourlegged friends and the positive effect it can ...
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,22,MORFOLOGIK_RULE_EN_GB,misspelling,face-toface,Possible spelling mistake found.,face-to-face,"...ysical touch, want direct and dependent face-toface contact. We want to feel emotionally co..."
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,22,MORFOLOGIK_RULE_EN_GB,misspelling,selfesteem,Possible spelling mistake found.,"self-esteem, self esteem","...system, hold and protect secrets, boost selfesteem, and lend a listening ear. Our girl tri..."
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,23,MORFOLOGIK_RULE_EN_GB,misspelling,likeminded,Possible spelling mistake found.,"like-minded, like minded",...ndships help us create a community with likeminded individuals. A healthy friendship can t...
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,24,MORFOLOGIK_RULE_EN_GB,misspelling,motherdaughter,Possible spelling mistake found.,mother daughter,...t's quite an interesting way to look at motherdaughter relationship but there's always quite a...
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,26,MORFOLOGIK_RULE_EN_GB,misspelling,ren,Possible spelling mistake found.,"men, run, ran (+84 more)","...nd become very close to their stepchild(ren). In many jurisdictions, including the ..."
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,26,MORFOLOGIK_RULE_EN_GB,misspelling,uk,Possible spelling mistake found.,"UK, up, us (+52 more)",...![](_page_26_Picture_14.jpeg)  Dad blog uk .com  ## AND HALF RELATIVES  Other phra...
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,33,MORFOLOGIK_RULE_EN_GB,misspelling,Fforestfach,Possible spelling mistake found.,,...ow a suburb. We moved there from nearby Fforestfach in 1977 and lived there until the summe...
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,41,MORFOLOGIK_RULE_EN_GB,misspelling,climatefriendly,Possible spelling mistake found.,climate friendly,"...ll our electricity in the UK comes from climatefriendly energy sources like the wind, wave and ..."
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,45,MORFOLOGIK_RULE_EN_GB,misspelling,packham-autism-death-threats-save-planet-attenborough,Possible spelling mistake found.,"Rackham-autism-death-threats-save-planet-attenborough, packham-autism-death-threats-save-planet-Attenborough",...rdian.com/environment/2023/aug/19/chris packham-autism-death-threats-save-planet-attenborough (Accessed: 19 November 2024) | |-------...
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,45,MORFOLOGIK_RULE_EN_GB,misspelling,jones-am-i-a-rtard-review-a-truly-shocking-tale-of-the-online,Possible spelling mistake found.,"Jones-am-i-a-rtard-review-a-truly-shocking-tale-of-the-online, jones-am-i-a-retard-review-a-truly-shocking-tale-of-the-online",...dian.com/tv-and-radio/2023/jul/20/rosie jones-am-i-a-rtard-review-a-truly-shocking-tale-of-the-online abuse-faced-by-disabled-people (Accesse...
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,45,MORFOLOGIK_RULE_EN_GB,misspelling,PageBoy,Possible spelling mistake found.,"Pageboy, Pageboys, Page Boy (+1 more)","...mber 2024) | | Text C | Page, E. (2023) PageBoy: A Memoir London: Transworld Publishers..."
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,45,MORFOLOGIK_RULE_EN_GB,misspelling,minority-britons-feel-about-term-bam,Possible spelling mistake found.,minority-Britons-feel-about-term-bam,...k/politics/articles/40458-how-do-ethnic minority-britons-feel-about-term-bam (Accessed: 19 November 2024) | | Text F...
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,46,MORFOLOGIK_RULE_EN_GB,misspelling,EachOther,Possible spelling mistake found.,Each Other,"...republished under Creative Commons from EachOther (www.eachother.org.uk), a human rights ..."
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,46,MORFOLOGIK_RULE_EN_GB,misspelling,Steprelatives,Possible spelling mistake found.,Step relatives,"...      | | Adams, J. (2021) Infographic: Steprelatives And Stepfamilies   | | Explained. Avail..."
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,46,MORFOLOGIK_RULE_EN_GB,misspelling,stepfamilies-and-steprelatives-explained,Possible spelling mistake found.,stepfamilies-and-step relatives-explained,...tps://dadbloguk.com/infographic     | | stepfamilies-and-steprelatives-explained/ (Accessed 19 | | November 2024)       ...
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,48,MORFOLOGIK_RULE_EN_GB,misspelling,double-robotics-telecommuting-longread,Possible spelling mistake found.,double-robotics-telecommuting-long read,...om/2015/09/my-life-as-a-robot |  | |  | double-robotics-telecommuting-longread/ (Accessed: 20 |  | |        | November...
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,48,MORFOLOGIK_RULE_EN_GB,misspelling,lang,Possible spelling mistake found.,"Lang, long, land (+608 more)",...-a       |  | |  | sustainable-economy/?lang=en (Accessed: 20 November 2024) |  | | ...
English-Language-and-Literature,wjec-gcse-english-language-and-literature---poetry-anthology-unit-1-and-unit-5-poetry-anthology.md,6,MORFOLOGIK_RULE_EN_GB,misspelling,Feets,Possible spelling mistake found.,"Feet, Meets, Fees (+11 more)",...ffet of Montgomery. I was myriad-weary. Feets swole from sewing seams on a filthy fab...
English-Language-and-Literature,wjec-gcse-english-language-and-literature---poetry-anthology-unit-1-and-unit-5-poetry-anthology.md,6,MORFOLOGIK_RULE_EN_GB,misspelling,swole,Possible spelling mistake found.,"sole, stole, swore (+2 more)",...f Montgomery. I was myriad-weary. Feets swole from sewing seams on a filthy fabric; t...
English-Language-and-Literature,wjec-gcse-english-language-and-literature---poetry-anthology-unit-1-and-unit-5-poetry-anthology.md,6,MORFOLOGIK_RULE_EN_GB,misspelling,feets,Possible spelling mistake found.,"feet, meets, fees (+11 more)",...ey couldn't hold me down. Long. No.  My feets were tired. My eyes were sore. My heart...
English-Language-and-Literature,wjec-gcse-english-language-and-literature---poetry-anthology-unit-1-and-unit-5-poetry-anthology.md,11,MORFOLOGIK_RULE_EN_GB,misspelling,Artic,Possible spelling mistake found.,"Arctic, Aortic, Attic (+4 more)",...in 2019. Armitage found his trip to the Artic Circle to be life changing. The title r...
English-Language-and-Literature,wjec-gcse-english-language-and-literature---poetry-anthology-unit-1-and-unit-5-poetry-anthology.md,13,MORFOLOGIK_RULE_EN_GB,misspelling,moodswings,Possible spelling mistake found.,"mood swings, moods wings","... cups rightly tossed back by an ocean's moodswings. Undisturbed, not even by a sea bird, I..."
English-Language-and-Literature,wjec-gcse-english-language-and-literature---poetry-anthology-unit-1-and-unit-5-poetry-anthology.md,19,MORFOLOGIK_RULE_EN_GB,misspelling,Sabring,Possible spelling mistake found.,"Sabrina, Sebring, Sacring (+2 more)","...res bare, Flashed as they turned in air Sabring the gunners there, Charging an army, wh..."
English-Language-and-Literature,wjec-gcse-english-language-and-literature---poetry-anthology-unit-1-and-unit-5-poetry-anthology.md,21,MORFOLOGIK_RULE_EN_GB,misspelling,reck,Possible spelling mistake found.,"reach, rock, deck (+23 more)","...of oil Crushed. Why do men then now not reck his rod? Generations have trod, have tr..."
English-Language-and-Literature,wjec-gcse-english-language-and-literature---poetry-anthology-unit-1-and-unit-5-poetry-anthology.md,22,MORFOLOGIK_RULE_EN_GB,misspelling,lov,Possible spelling mistake found.,"love, low, lot (+46 more)","... joy; My sin was too much hope of thee, lov'd boy. Seven years tho' wert lent to me..."
English-Language-and-Literature,wjec-gcse-english-language-and-literature---poetry-anthology-unit-1-and-unit-5-poetry-anthology.md,22,MORFOLOGIK_RULE_EN_GB,misspelling,scap,Possible spelling mistake found.,"cap, soap, scan (+32 more)","... state he should envy? To have so soon 'scap'd world's and flesh's rage, And if no o..."
English-Language-and-Literature,wjec-gcse-english-language-and-literature---poetry-anthology-unit-1-and-unit-5-poetry-anthology.md,23,MORFOLOGIK_RULE_EN_GB,misspelling,Nothwestern,Possible spelling mistake found.,Northwestern,...n. Published 1993 by TriQuarterly Books/Nothwestern University Press. All rights reserved |...
English-Language-and-Literature,wjec-gcse-english-language-and-literature---poetry-anthology-unit-1-and-unit-5-poetry-anthology.md,23,MORFOLOGIK_RULE_EN_GB,misspelling,Poems©,Possible spelling mistake found.,"Poems, Poems ©",... an Heiress' from The Fat Black Woman's Poems© Grace Nichols 1984. Reproduced with per...
English-Language-and-Literature,wjec-gcse-english-language-and-literature-single-and-double-award-specification.md,4,MORFOLOGIK_RULE_EN_GB,misspelling,INTE,Possible spelling mistake found.,"INTO, INTER, INTEL (+10 more)",...-------------------------|----| | 1.  | INTE  | RODUCTION                           ...
English-Language-and-Literature,wjec-gcse-english-language-and-literature-single-and-double-award-specification.md,4,MORFOLOGIK_RULE_EN_GB,misspelling,JECT,Possible spelling mistake found.,"JET, SECT, EJECT (+7 more)",...                 | 10 | | 2   | SUE   | JECT CONTENT                                ...
English-Language-and-Literature,wjec-gcse-english-language-and-literature-single-and-double-award-specification.md,4,MORFOLOGIK_RULE_EN_GB,misspelling,Inte,Possible spelling mistake found.,"Into, Inter, Intel (+9 more)",...                         | 11 | |     | Inte  | gration of Language and Literature  ...
English-Language-and-Literature,wjec-gcse-english-language-and-literature-single-and-double-award-specification.md,4,MORFOLOGIK_RULE_EN_GB,misspelling,gration,Possible spelling mistake found.,"ration, oration, Gratian (+3 more)",...                 | 11 | |     | Inte  | gration of Language and Literature             ...
English-Language-and-Literature,wjec-gcse-english-language-and-literature-single-and-double-award-specification.md,4,MORFOLOGIK_RULE_EN_GB,misspelling,Apı,Possible spelling mistake found.,"API, APA, APC (+1357 more)",...orting                         | 41 | | Apı | pendi | x A                          ...
English-Language-and-Literature,wjec-gcse-english-language-and-literature-single-and-double-award-specification.md,4,MORFOLOGIK_RULE_EN_GB,misspelling,pendi,Possible spelling mistake found.,"Wendi, pends, pend",...                         | 41 | | Apı | pendi | x A                                  ...
Food-and-Nutrition,gcse-food-and-nutrition---delivery-guide.md,5,MORFOLOGIK_RULE_EN_GB,misspelling,prereleased,Possible spelling mistake found.,"prerelease, prereleases",...year. Centres can choose one of the two prereleased briefs they would like learners to comp...
Food-and-Nutrition,gcse-food-and-nutrition---delivery-guide.md,12,MORFOLOGIK_RULE_EN_GB,misspelling,wholewheat,Possible spelling mistake found.,whole wheat,... | (e) | Analyse the benefits of eating wholewheat pasta for a balanced diet. |  |  |  | |...
Food-and-Nutrition,gcse-food-and-nutrition---delivery-guide.md,12,MORFOLOGIK_RULE_EN_GB,misspelling,Wholewheat,Possible spelling mistake found.,Whole wheat,... Answers may refer to the following:  - Wholewheat pasta contains more fibre which helps t...
Food-and-Nutrition,gcse-food-and-nutrition---faqs.md,1,MORFOLOGIK_RULE_EN_GB,misspelling,socio-cultural,Possible spelling mistake found.,sociocultural,"...e economic, environmental, ethical, and socio-cultural influences on food availability and die..."
Food-and-Nutrition,gcse-food-and-nutrition---guidance-for-teaching-unit-1.md,27,MORFOLOGIK_RULE_EN_GB,misspelling,crosscurricular,Possible spelling mistake found.,cross curricular,...ers should be encouraged to apply their crosscurricular knowledge.  {28}-----------------------...
Food-and-Nutrition,gcse-food-and-nutrition---guidance-for-teaching-unit-1.md,48,MORFOLOGIK_RULE_EN_GB,misspelling,Spinabifida,Possible spelling mistake found.,Spina bifida,...g it easier for the body to digest. | | Spinabifida                           | A congenita...
Food-and-Nutrition,gcse-food-and-nutrition---guidance-for-teaching-unit-2.md,5,MORFOLOGIK_RULE_EN_GB,misspelling,ph,Possible spelling mistake found.,"pH, PH, Ph (+100 more)","...s could investigate how wheat, salt and ph. can influence the outcome of recipes b..."
Food-and-Nutrition,gcse-food-and-nutrition---guidance-for-teaching-unit-2.md,5,MORFOLOGIK_RULE_EN_GB,misspelling,munsel,Possible spelling mistake found.,mussel,"...Vitamin C.</li><li>Learners could use a munsel chart as a resource, to measure the out..."
Food-and-Nutrition,gcse-food-and-nutrition---guidance-for-teaching-unit-2.md,6,MORFOLOGIK_RULE_EN_GB,misspelling,lorraine,Possible spelling mistake found.,"Lorraine, Loraine, moraine (+4 more)","...when making an egg custard tart, quiche lorraine. Create charts of the cooking process, ..."
